"Variables ->","ln_cpi_sub","ln_s","ln_bm","ln_cpi","ln_ipei","i","i_star","ln_y_star","ln_y"
"Comments ->","","","","","","","Federal Funds Effective Rate","Real Gross Domestic Product",""
"Class[Size] ->","tseries[308-by-1]","tseries[308-by-1]","tseries[308-by-1]","tseries[308-by-1]","tseries[308-by-1]","tseries[308-by-1]","Series[308-by-1]","Series[308-by-1]","tseries[308-by-1]"
"1947Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.68830922e+02,NaN
"1947Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.68565345e+02,NaN
"1947Q3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.68360256e+02,NaN
"1947Q4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.69914107e+02,NaN
"1948Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.71408917e+02,NaN
"1948Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.73047791e+02,NaN
"1948Q3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.73620665e+02,NaN
"1948Q4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.73733888e+02,NaN
"1949Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.72347711e+02,NaN
"1949Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.72007475e+02,NaN
"1949Q3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.73036107e+02,NaN
"1949Q4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.72194772e+02,NaN
"1950Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.76051136e+02,NaN
"1950Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.79056451e+02,NaN
"1950Q3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.82848694e+02,NaN
"1950Q4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.84745546e+02,NaN
"1951Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.86094364e+02,NaN
"1951Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.87811668e+02,NaN
"1951Q3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.89850726e+02,NaN
"1951Q4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.90069441e+02,NaN
"1952Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.91130716e+02,NaN
"1952Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.91344786e+02,NaN
"1952Q3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.92063428e+02,NaN
"1952Q4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.95294605e+02,NaN
"1953Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97136576e+02,NaN
"1953Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97906694e+02,NaN
"1953Q3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.97342590e+02,NaN
"1953Q4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.95817298e+02,NaN
"1954Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.95338583e+02,NaN
"1954Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.95447936e+02,NaN
"1954Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.03000000e+00,7.96571292e+02,NaN
"1954Q4",NaN,NaN,NaN,NaN,NaN,NaN,9.86666667e-01,7.98509354e+02,NaN
"1955Q1",NaN,NaN,NaN,NaN,NaN,NaN,1.34333333e+00,8.01325910e+02,NaN
"1955Q2",NaN,NaN,NaN,NaN,NaN,NaN,1.50000000e+00,8.02940352e+02,NaN
"1955Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.94000000e+00,8.04282132e+02,NaN
"1955Q4",NaN,NaN,NaN,NaN,NaN,NaN,2.35666667e+00,8.04881001e+02,NaN
"1956Q1",NaN,NaN,NaN,NaN,NaN,NaN,2.48333333e+00,8.04492203e+02,NaN
"1956Q2",NaN,NaN,NaN,NaN,NaN,NaN,2.69333333e+00,8.05315382e+02,NaN
"1956Q3",NaN,NaN,NaN,NaN,NaN,NaN,2.81000000e+00,8.05225638e+02,NaN
"1956Q4",NaN,NaN,NaN,NaN,NaN,NaN,2.92666667e+00,8.06858151e+02,NaN
"1957Q1",NaN,NaN,NaN,NaN,NaN,NaN,2.93333333e+00,8.07496378e+02,NaN
"1957Q2",NaN,NaN,NaN,NaN,NaN,NaN,3.00000000e+00,8.07276998e+02,NaN
"1957Q3",NaN,NaN,NaN,NaN,NaN,NaN,3.23333333e+00,8.08252149e+02,NaN
"1957Q4",NaN,NaN,NaN,NaN,NaN,NaN,3.25333333e+00,8.07212222e+02,NaN
"1958Q1",NaN,NaN,NaN,NaN,NaN,NaN,1.86333333e+00,8.04582031e+02,NaN
"1958Q2",NaN,NaN,NaN,NaN,NaN,NaN,9.40000000e-01,8.05236781e+02,NaN
"1958Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.32333333e+00,8.07523545e+02,NaN
"1958Q4",NaN,NaN,NaN,NaN,NaN,NaN,2.16333333e+00,8.09834858e+02,NaN
"1959Q1",NaN,NaN,NaN,NaN,NaN,NaN,2.57000000e+00,8.11735095e+02,NaN
"1959Q2",NaN,NaN,NaN,NaN,NaN,NaN,3.08333333e+00,8.13963513e+02,NaN
"1959Q3",NaN,NaN,NaN,NaN,NaN,NaN,3.57666667e+00,8.14033216e+02,NaN
"1959Q4",NaN,NaN,NaN,NaN,NaN,NaN,3.99000000e+00,8.14317791e+02,NaN
"1960Q1",NaN,NaN,NaN,NaN,NaN,NaN,3.93333333e+00,8.16541510e+02,NaN
"1960Q2",NaN,NaN,NaN,NaN,NaN,NaN,3.69666667e+00,8.16001698e+02,NaN
"1960Q3",NaN,NaN,NaN,NaN,NaN,NaN,2.93666667e+00,8.16490433e+02,NaN
"1960Q4",NaN,NaN,NaN,NaN,NaN,NaN,2.29666667e+00,8.15198999e+02,NaN
"1961Q1",NaN,NaN,NaN,NaN,NaN,NaN,2.00333333e+00,8.15871748e+02,NaN
"1961Q2",NaN,NaN,NaN,NaN,NaN,NaN,1.73333333e+00,8.17555351e+02,NaN
"1961Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.68333333e+00,8.19457510e+02,NaN
"1961Q4",NaN,NaN,NaN,NaN,NaN,NaN,2.40000000e+00,8.21400187e+02,NaN
"1962Q1",NaN,NaN,NaN,NaN,NaN,NaN,2.45666667e+00,8.23168130e+02,NaN
"1962Q2",NaN,NaN,NaN,NaN,NaN,NaN,2.60666667e+00,8.24068816e+02,NaN
"1962Q3",NaN,NaN,NaN,NaN,NaN,NaN,2.84666667e+00,8.25290884e+02,NaN
"1962Q4",NaN,NaN,NaN,NaN,NaN,NaN,2.92333333e+00,8.25619745e+02,NaN
"1963Q1",NaN,NaN,NaN,NaN,NaN,NaN,2.96666667e+00,8.26705915e+02,NaN
"1963Q2",NaN,NaN,NaN,NaN,NaN,NaN,2.96333333e+00,8.27822077e+02,NaN
"1963Q3",NaN,NaN,NaN,NaN,NaN,NaN,3.33000000e+00,8.29997083e+02,NaN
"1963Q4",NaN,NaN,NaN,NaN,NaN,NaN,3.45333333e+00,8.30650846e+02,NaN
"1964Q1",NaN,NaN,NaN,NaN,NaN,NaN,3.46333333e+00,8.32737633e+02,NaN
"1964Q2",NaN,NaN,NaN,NaN,NaN,NaN,3.49000000e+00,8.33820814e+02,NaN
"1964Q3",NaN,NaN,NaN,NaN,NaN,NaN,3.45666667e+00,8.35371333e+02,NaN
"1964Q4",NaN,NaN,NaN,NaN,NaN,NaN,3.57666667e+00,8.35680047e+02,NaN
"1965Q1",NaN,NaN,NaN,NaN,NaN,NaN,3.97666667e+00,8.38071139e+02,NaN
"1965Q2",NaN,NaN,NaN,NaN,NaN,NaN,4.08000000e+00,8.39326695e+02,NaN
"1965Q3",NaN,NaN,NaN,NaN,NaN,NaN,4.07666667e+00,8.41525504e+02,NaN
"1965Q4",NaN,NaN,NaN,NaN,NaN,NaN,4.16666667e+00,8.43803266e+02,NaN
"1966Q1",NaN,NaN,NaN,NaN,NaN,NaN,4.56000000e+00,8.46207956e+02,NaN
"1966Q2",NaN,NaN,NaN,NaN,NaN,NaN,4.91333333e+00,8.46548844e+02,NaN
"1966Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.41000000e+00,8.47392111e+02,NaN
"1966Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.56333333e+00,8.48209168e+02,NaN
"1967Q1",NaN,NaN,NaN,NaN,NaN,NaN,4.82333333e+00,8.49091061e+02,NaN
"1967Q2",NaN,NaN,NaN,NaN,NaN,NaN,3.99000000e+00,8.49152394e+02,NaN
"1967Q3",NaN,NaN,NaN,NaN,NaN,NaN,3.89333333e+00,8.50094022e+02,NaN
"1967Q4",NaN,NaN,NaN,NaN,NaN,NaN,4.17333333e+00,8.50845049e+02,NaN
"1968Q1",NaN,NaN,NaN,NaN,NaN,NaN,4.79000000e+00,8.52863805e+02,NaN
"1968Q2",NaN,NaN,NaN,NaN,NaN,NaN,5.98333333e+00,8.54520381e+02,NaN
"1968Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.94666667e+00,8.55291915e+02,NaN
"1968Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.91666667e+00,8.55683920e+02,NaN
"1969Q1",NaN,NaN,NaN,NaN,NaN,NaN,6.56666667e+00,8.57236239e+02,NaN
"1969Q2",NaN,NaN,NaN,NaN,NaN,NaN,8.32666667e+00,8.57539134e+02,NaN
"1969Q3",NaN,NaN,NaN,NaN,NaN,NaN,8.98333333e+00,8.58196918e+02,NaN
"1969Q4",NaN,NaN,NaN,NaN,NaN,NaN,8.94000000e+00,8.57707514e+02,NaN
"1970Q1",NaN,NaN,NaN,NaN,NaN,NaN,8.57333333e+00,8.57558511e+02,NaN
"1970Q2",NaN,NaN,NaN,NaN,NaN,NaN,7.88666667e+00,8.57700129e+02,NaN
"1970Q3",NaN,NaN,NaN,NaN,NaN,NaN,6.70666667e+00,8.58617377e+02,NaN
"1970Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.56666667e+00,8.57540021e+02,NaN
"1971Q1",NaN,NaN,NaN,NaN,NaN,NaN,3.85666667e+00,8.60219938e+02,NaN
"1971Q2",NaN,NaN,NaN,NaN,NaN,NaN,4.56666667e+00,8.60759297e+02,NaN
"1971Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.47666667e+00,8.61578380e+02,NaN
"1971Q4",NaN,NaN,NaN,NaN,NaN,NaN,4.75000000e+00,8.61812970e+02,NaN
"1972Q1",NaN,NaN,NaN,NaN,NaN,NaN,3.54666667e+00,8.63633513e+02,NaN
"1972Q2",NaN,NaN,NaN,NaN,NaN,NaN,4.30000000e+00,8.65877435e+02,NaN
"1972Q3",NaN,NaN,NaN,NaN,NaN,NaN,4.74333333e+00,8.66817096e+02,NaN
"1972Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.14666667e+00,8.68477667e+02,NaN
"1973Q1",NaN,NaN,NaN,NaN,NaN,NaN,6.53666667e+00,8.70922479e+02,NaN
"1973Q2",NaN,NaN,NaN,NaN,NaN,NaN,7.81666667e+00,8.72005338e+02,NaN
"1973Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.05600000e+01,8.71478112e+02,NaN
"1973Q4",NaN,NaN,NaN,NaN,NaN,NaN,9.99666667e+00,8.72422866e+02,NaN
"1974Q1",NaN,NaN,NaN,NaN,NaN,NaN,9.32333333e+00,8.71559444e+02,NaN
"1974Q2",NaN,NaN,NaN,NaN,NaN,NaN,1.12500000e+01,8.71796859e+02,NaN
"1974Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.20900000e+01,8.70847086e+02,NaN
"1974Q4",NaN,NaN,NaN,NaN,NaN,NaN,9.34666667e+00,8.70457924e+02,NaN
"1975Q1",NaN,NaN,NaN,NaN,NaN,NaN,6.30333333e+00,8.69232815e+02,NaN
"1975Q2",NaN,NaN,NaN,NaN,NaN,NaN,5.42000000e+00,8.69944975e+02,NaN
"1975Q3",NaN,NaN,NaN,NaN,NaN,NaN,6.16000000e+00,8.71642529e+02,NaN
"1975Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.41333333e+00,8.72980629e+02,NaN
"1976Q1",NaN,NaN,NaN,NaN,NaN,NaN,4.82666667e+00,8.75205169e+02,NaN
"1976Q2",NaN,NaN,NaN,NaN,NaN,NaN,5.19666667e+00,8.75935867e+02,NaN
"1976Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.28333333e+00,8.76481782e+02,NaN
"1976Q4",NaN,NaN,NaN,NaN,NaN,NaN,4.87333333e+00,8.77201787e+02,NaN
"1977Q1",NaN,NaN,NaN,NaN,NaN,NaN,4.66000000e+00,8.78381040e+02,NaN
"1977Q2",NaN,NaN,NaN,NaN,NaN,NaN,5.15666667e+00,8.80304349e+02,NaN
"1977Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.82000000e+00,8.82091449e+02,NaN
"1977Q4",NaN,NaN,NaN,NaN,NaN,NaN,6.51333333e+00,8.82093442e+02,NaN
"1978Q1",NaN,NaN,NaN,NaN,NaN,NaN,6.75666667e+00,8.82412774e+02,NaN
"1978Q2",NaN,NaN,NaN,NaN,NaN,NaN,7.28333333e+00,8.86204734e+02,NaN
"1978Q3",NaN,NaN,NaN,NaN,NaN,NaN,8.10000000e+00,8.87205459e+02,NaN
"1978Q4",NaN,NaN,NaN,NaN,NaN,NaN,9.58333333e+00,8.88540631e+02,NaN
"1979Q1",NaN,NaN,NaN,NaN,NaN,NaN,1.00733333e+01,8.88720064e+02,NaN
"1979Q2",NaN,NaN,NaN,NaN,NaN,NaN,1.01800000e+01,8.88826752e+02,NaN
"1979Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.09466667e+01,8.89566812e+02,NaN
"1979Q4",NaN,NaN,NaN,NaN,NaN,NaN,1.35766667e+01,8.89816545e+02,NaN
"1980Q1",NaN,NaN,NaN,NaN,NaN,NaN,1.50466667e+01,8.90130622e+02,NaN
"1980Q2",NaN,NaN,NaN,NaN,NaN,NaN,1.26866667e+01,8.88048664e+02,NaN
"1980Q3",NaN,NaN,NaN,NaN,NaN,NaN,9.83666667e+00,8.87929739e+02,NaN
"1980Q4",NaN,NaN,NaN,NaN,NaN,NaN,1.58533333e+01,8.89777486e+02,NaN
"1981Q1",NaN,NaN,NaN,NaN,NaN,NaN,1.65700000e+01,8.91717959e+02,NaN
"1981Q2",NaN,NaN,NaN,NaN,NaN,NaN,1.77800000e+01,8.90974123e+02,NaN
"1981Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.75766667e+01,8.92164512e+02,NaN
"1981Q4",NaN,NaN,NaN,NaN,NaN,NaN,1.35866667e+01,8.91068936e+02,NaN
"1982Q1",NaN,NaN,NaN,NaN,NaN,NaN,1.42266667e+01,8.89503095e+02,NaN
"1982Q2",NaN,NaN,NaN,NaN,NaN,NaN,1.45133333e+01,8.89958235e+02,NaN
"1982Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.10066667e+01,8.89575236e+02,NaN
"1982Q4",NaN,NaN,NaN,NaN,NaN,NaN,9.28666667e+00,8.89615237e+02,NaN
"1983Q1",NaN,NaN,NaN,NaN,NaN,NaN,8.65333333e+00,8.90924420e+02,NaN
"1983Q2",NaN,NaN,NaN,NaN,NaN,NaN,8.80333333e+00,8.93174436e+02,NaN
"1983Q3",NaN,NaN,NaN,NaN,NaN,NaN,9.46000000e+00,8.95153674e+02,NaN
"1983Q4",NaN,NaN,NaN,NaN,NaN,NaN,9.43000000e+00,8.97218394e+02,NaN
"1984Q1",NaN,NaN,NaN,NaN,NaN,NaN,9.68666667e+00,8.99154324e+02,NaN
"1984Q2",NaN,NaN,NaN,NaN,NaN,NaN,1.05566667e+01,9.00867329e+02,NaN
"1984Q3",NaN,NaN,NaN,NaN,NaN,NaN,1.13900000e+01,9.01826722e+02,NaN
"1984Q4",NaN,NaN,NaN,NaN,NaN,NaN,9.26666667e+00,9.02644145e+02,NaN
"1985Q1",NaN,NaN,NaN,NaN,NaN,NaN,8.47666667e+00,9.03608460e+02,NaN
"1985Q2",NaN,NaN,NaN,NaN,NaN,NaN,7.92333333e+00,9.04485080e+02,NaN
"1985Q3",NaN,NaN,NaN,NaN,NaN,NaN,7.90000000e+00,9.06000806e+02,NaN
"1985Q4",NaN,NaN,NaN,NaN,NaN,NaN,8.10333333e+00,9.06741505e+02,NaN
"1986Q1",NaN,NaN,NaN,NaN,NaN,NaN,7.82666667e+00,9.07670920e+02,NaN
"1986Q2",NaN,NaN,NaN,NaN,NaN,NaN,6.92000000e+00,9.08120206e+02,NaN
"1986Q3",NaN,NaN,NaN,NaN,NaN,NaN,6.20666667e+00,9.09072327e+02,NaN
"1986Q4",NaN,NaN,NaN,NaN,NaN,NaN,6.26666667e+00,9.09607286e+02,NaN
"1987Q1",NaN,NaN,NaN,NaN,NaN,NaN,6.22000000e+00,9.10346393e+02,NaN
"1987Q2",NaN,NaN,NaN,NaN,NaN,NaN,6.65000000e+00,9.11418800e+02,NaN
"1987Q3",NaN,NaN,NaN,NaN,NaN,NaN,6.84333333e+00,9.12282239e+02,NaN
"1987Q4",NaN,NaN,NaN,NaN,NaN,NaN,6.91666667e+00,9.13984623e+02,NaN
"1988Q1",NaN,NaN,NaN,NaN,NaN,NaN,6.66333333e+00,9.14500174e+02,NaN
"1988Q2",NaN,NaN,NaN,NaN,NaN,NaN,7.15666667e+00,9.15805648e+02,NaN
"1988Q3",NaN,NaN,NaN,NaN,NaN,NaN,7.98333333e+00,9.16389908e+02,NaN
"1988Q4",NaN,NaN,NaN,NaN,NaN,NaN,8.47000000e+00,9.17713565e+02,NaN
"1989Q1",NaN,NaN,NaN,NaN,NaN,NaN,9.44333333e+00,9.18724829e+02,NaN
"1989Q2",NaN,NaN,NaN,NaN,NaN,NaN,9.72666667e+00,9.19485032e+02,NaN
"1989Q3",NaN,NaN,NaN,NaN,NaN,NaN,9.08333333e+00,9.20223037e+02,NaN
"1989Q4",NaN,NaN,NaN,NaN,NaN,NaN,8.61333333e+00,9.20419825e+02,NaN
"1990Q1",NaN,NaN,NaN,NaN,NaN,NaN,8.25000000e+00,9.21506778e+02,NaN
"1990Q2",NaN,NaN,NaN,NaN,NaN,NaN,8.24333333e+00,9.21869091e+02,NaN
"1990Q3",NaN,NaN,NaN,NaN,NaN,NaN,8.16000000e+00,9.21935650e+02,NaN
"1990Q4",NaN,NaN,NaN,NaN,NaN,NaN,7.74333333e+00,9.21021076e+02,NaN
"1991Q1",NaN,NaN,NaN,NaN,NaN,NaN,6.42666667e+00,9.20552037e+02,NaN
"1991Q2",NaN,NaN,NaN,NaN,NaN,NaN,5.86333333e+00,9.21328703e+02,NaN
"1991Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.64333333e+00,9.21832789e+02,NaN
"1991Q4",NaN,NaN,NaN,NaN,NaN,NaN,4.81666667e+00,9.22180728e+02,NaN
"1992Q1",NaN,NaN,NaN,NaN,NaN,NaN,4.02333333e+00,9.23370869e+02,NaN
"1992Q2",NaN,NaN,NaN,NaN,NaN,NaN,3.77000000e+00,9.24449336e+02,NaN
"1992Q3",NaN,NaN,NaN,NaN,NaN,NaN,3.25666667e+00,9.25432597e+02,NaN
"1992Q4",NaN,NaN,NaN,NaN,NaN,NaN,3.03666667e+00,9.26470052e+02,NaN
"1993Q1",NaN,NaN,NaN,NaN,NaN,NaN,3.04000000e+00,9.26636856e+02,NaN
"1993Q2",NaN,NaN,NaN,NaN,NaN,NaN,3.00000000e+00,9.27217339e+02,NaN
"1993Q3",NaN,NaN,NaN,NaN,NaN,NaN,3.06000000e+00,9.27693359e+02,NaN
"1993Q4",NaN,NaN,NaN,NaN,NaN,NaN,2.99000000e+00,9.29044342e+02,NaN
"1994Q1",NaN,NaN,NaN,NaN,NaN,NaN,3.21333333e+00,9.30010027e+02,NaN
"1994Q2",NaN,NaN,NaN,NaN,NaN,NaN,3.94000000e+00,9.31356109e+02,NaN
"1994Q3",NaN,NaN,NaN,NaN,NaN,NaN,4.48666667e+00,9.31938991e+02,NaN
"1994Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.16666667e+00,9.33078050e+02,NaN
"1995Q1",NaN,NaN,NaN,NaN,NaN,NaN,5.81000000e+00,9.33432202e+02,NaN
"1995Q2",NaN,NaN,NaN,NaN,NaN,NaN,6.02000000e+00,9.33730081e+02,NaN
"1995Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.79666667e+00,9.34577208e+02,NaN
"1995Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.72000000e+00,9.35253995e+02,NaN
"1996Q1",NaN,NaN,NaN,NaN,NaN,NaN,5.36333333e+00,9.36000254e+02,NaN
"1996Q2",NaN,NaN,NaN,NaN,NaN,NaN,5.24333333e+00,9.37654440e+02,NaN
"1996Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.30666667e+00,9.38547475e+02,NaN
"1996Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.28000000e+00,9.39580490e+02,NaN
"1997Q1",NaN,NaN,NaN,NaN,NaN,NaN,5.27666667e+00,9.40223859e+02,NaN
"1997Q2",NaN,NaN,NaN,NaN,NaN,NaN,5.52333333e+00,9.41875364e+02,NaN
"1997Q3",NaN,NaN,NaN,NaN,NaN,NaN,5.53333333e+00,9.43116203e+02,NaN
"1997Q4",NaN,NaN,NaN,NaN,NaN,NaN,5.50666667e+00,9.43966438e+02,NaN
"1998Q1",NaN,NaN,NaN,NaN,NaN,NaN,5.52000000e+00,9.44965187e+02,NaN
"1998Q2",NaN,NaN,NaN,NaN,NaN,NaN,5.50000000e+00,9.45886617e+02,NaN
