"Variables ->","ln_y_star","ln_y_star_sm","ln_ipei","ln_cpi_nosub","ln_y","ln_y_sm","ln_cpi_sub","ln_s","ln_bm","ln_cpi","ln_z","ln_v","ln_ipei_q","d4_ln_y_star","d4_ln_y_star_sm","d4_ln_ipei","i_star","d4_ln_cpi_nosub","d4_ln_y","d4_ln_y_sm","d4_ln_cpi_sub","d4_ln_s","d4_ln_bm","i","d4_ln_cpi","d4_ln_z","d4_ln_v","r","d4_ln_ipei_q","dla_ipei","dla_z","dla_s","dla_cpi_nosub","dla_cpi_sub","dla_cpi","dla_bm","dla_v","dla_ipei_q","dla_y_star","dla_y","s_d4_ln_y_star","s_d4_ln_ipei","s_i_star","s_d4_ln_cpi_nosub","s_d4_ln_y","s_d4_ln_cpi_sub","s_d4_ln_s","s_d4_ln_bm","s_i"
"Comments ->","Producto Interno Bruto Real EEUU (Logaritmo)","Producto Interno Bruto Real EEUU, Suma movil de 4 trimestres (Logaritmo)","Índice de Precios de transables (Logaritmo)","Indice Inflación No subyacente (Logaritmo)","Producto Interno Bruto Real Guatemala (Logaritmo)","Producto Interno Bruto Real Guatemala, Suma movil de 4 trimestres (Logaritmo)","Indice Inflación Subyacente Optima MSE (Logaritmo)","Tipo de Cambio Nominal (Logaritmo)","Base Monetaria (Logaritmo)","Indice de Precios al Consumidor (Logaritmo)","Indice Tipo de Cambio Real (Logaritmo)","Velocidad de circulacion de la Base Monetaria(Logaritmo)","Índice de Precios de Transables GTQ (Logaritmo)","Tasa de Variación Interanual del PIB de EEUU","Tasa de Variación Interanual de la suma de 4 Trimestres del PIB de EEUU","Tasa de Variación Interanual del Índice de Precios de Transables","Tasa de Interes de fondos federales","Inflacion No Subyacente Interanual","Tasa de Variación Interanual del PIB de Guatemala","Tasa de Variación Interanual de la suma de 4 Trimestres del PIB de Guatemala","Inflación Subyacente Optima MSE Interanual","Tasa de Variación Interanual del Tipo de Cambio Nominal","Tasa de Variación Interanual de la Base Monetaria","Tasa de Interes Lider de Politica Monetaria","Inflacion Total Internual","Tasa de Variación Interanual del Tipo de Cambio Real","Tasa de Variación Interanual de la Velocidad de circulacion de la Base Monetaria","Tasa de interes real de Politica Monetaria","Tasa de Variación Interanual del Índice de Precios de Transables en GTQ","Tasa de Variación Intertrimestral Anualizada del Índice de Precios de Transables","Tasa de Variación Intertrimestral Anualizada del Tipo de Cambio Real","Tasa de Variación Intertrimestral Anualizada del Tipo de Cambio Nominal","Inflacion No Subyacente Intertrimestral Anualizada","Inflacion Subyacente Optima MSE Intertrimestral Anualizada","Inflacion Total Intertrimestral Anualizada","Tasa de Variación Intertrimestral Anualizada de la Base Monetaria","Tasa de Variación Intertrimestral Anualizada de la Velocidad de circulacion de la Base Monetaria","Tasa de Variación Intertrimestral Anualizada del Índice de Precios de Transables en GTQ","Tasa de Variación Intertrimestral Anualizada del producto externo","Tasa de Variación Intertrimestral Anualizada del producto doméstico","Shock de crecimiento externo","Shock de precios de transables","Shock de tasa de interes externa","Choque de inflacion no subyacente","Choque de demanda agregada","Choque de inflacion subyacente","Choque cambiario nominal","Choque monetario","Choque de Politica Monetaria"
"Class[Size] ->","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]","tseries[111-by-1]"
".endhist","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1","2024Q1"
"2004Q1",964.07599,3849.36390,459.04445,-0.13594,1122.94186,4467.88662,487.62260,205.19027,962.22693,365.48120,-0.20588,1.63326,664.23472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q2",964.24529,3852.16663,460.81682,-0.00000,1120.04924,4472.76691,488.66202,203.80734,964.78265,366.55912,0.00000,-0.00000,664.62416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q3",964.61314,3855.06861,462.37447,0.00000,1117.92127,4477.76280,489.50068,204.27512,966.41379,367.74083,0.00000,-0.00000,666.64959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2004Q4",965.10257,3858.03698,463.32025,0.13594,1121.92902,4482.84140,490.82262,205.17117,973.94801,369.62364,0.20588,-1.63326,668.49141,2.96837,NaN,6.75208,2.58891,-0.14781,5.07860,NaN,4.82742,-0.80185,16.74051,2.47988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2005Q1",967.05920,3861.02020,466.28397,-0.13698,1128.05393,4487.95347,492.87762,204.11910,979.09954,370.73518,0.70744,-4.87225,670.40307,2.98322,2.91407,7.23951,2.66000,-0.00105,5.11207,5.01671,5.25503,-1.07117,16.87261,2.63667,5.25398,0.91332,-6.50551,-3.33989,6.16835,11.85489,2.00624,-4.20826,-1.09168,8.22002,4.44617,20.60611,-12.95598,7.64663,7.82654,24.49964,0.64882,1.06734,0.05301,-0.26161,0.05513,0.08060,-0.24524,0.34223,-0.02444
"2005Q2",967.55062,3864.32553,468.12732,0.20104,1125.35004,4493.25426,494.37418,202.85860,981.87129,372.47232,0.64960,-6.07568,670.98592,3.30533,3.03972,7.31050,3.13667,0.20104,5.30079,5.12184,5.71216,-0.94874,17.08864,2.85985,5.91320,0.64960,-6.07568,-3.41554,6.36175,7.37342,-0.23137,-5.04202,1.35209,5.98623,6.94856,11.08699,-4.81372,2.33140,1.96566,-10.81558,0.96435,0.49289,0.43298,-0.21096,0.05409,0.09176,-0.18978,0.67837,-0.05437
"2005Q3",968.33138,3868.04377,470.26472,0.55750,1123.54617,4498.87916,495.73727,202.81465,982.92692,374.53492,0.19319,-4.65164,673.07937,3.71824,3.24379,7.89025,3.62333,0.55750,5.62490,5.27909,6.23659,-1.46047,16.51313,3.33671,6.79409,0.19319,-4.65164,-3.31676,6.42978,8.54960,-1.82562,-0.17578,1.42584,5.45236,8.25039,4.22252,5.69618,8.37381,3.12303,-7.21548,1.23433,0.78344,0.43352,-0.07588,0.10005,0.16498,-0.63433,0.34748,0.04687
"2005Q4",968.88536,3871.82656,471.00826,0.78808,1127.54751,4504.49764,497.51997,203.25153,989.74180,376.97313,-0.72309,-5.11122,674.25979,3.78279,3.44739,7.68801,4.04667,0.65214,5.61848,5.41406,6.69735,-1.91964,15.79379,3.90152,7.34949,-0.92897,-3.47796,-2.97765,5.76838,2.97416,-3.66513,1.74751,0.92232,7.13077,9.75284,27.25954,-1.83832,4.72167,2.21592,16.00535,1.11565,0.24395,0.37957,-0.18497,0.06255,0.16838,-0.85896,0.50491,0.08621
"2006Q1",970.22177,3874.98912,471.33099,0.19937,1132.85217,4509.29589,499.81227,203.03386,995.52633,378.00619,-2.26543,-9.56615,674.36485,3.16257,3.49223,5.04702,4.66333,0.33635,4.79824,5.33560,6.93465,-1.08524,16.42679,4.25000,7.27100,-2.97287,-4.69390,-2.42141,3.96178,1.29091,-6.16935,-0.87066,-2.35484,9.16924,4.13223,23.13812,-17.81974,0.42025,5.34566,21.21867,0.46679,-1.67791,0.60473,-0.35282,-0.15911,0.09267,-0.47564,1.77266,-0.04066
"2006Q2",970.48019,3877.91869,473.90189,0.70034,1128.22461,4512.17046,501.15338,202.72693,999.06761,379.75083,-0.48670,-13.61824,676.62883,2.92957,3.39829,5.77457,4.98667,0.49930,2.87457,4.72905,6.77920,-0.13167,17.19632,4.45152,7.27850,-1.13629,-7.54255,-2.22860,5.64291,10.28362,7.11493,-1.22773,2.00390,5.36443,6.97856,14.16512,-16.20834,9.05590,1.03367,-18.51026,0.50901,1.02020,0.34098,-0.22468,-1.85940,-0.15172,0.38947,2.67546,-0.09329
"2006Q3",970.63003,3880.21735,475.06384,0.41299,1129.95008,4518.57437,502.24951,202.68299,1000.46113,380.90265,-1.65159,-9.26971,677.74683,2.29866,3.04339,4.79912,5.32000,-0.14451,6.40391,4.92380,6.51223,-0.13167,17.53421,4.92857,6.36773,-1.84478,-4.61807,-1.44573,4.66745,4.64779,-4.65957,-0.17579,-1.14940,4.38450,4.60729,5.57407,17.39413,4.47200,0.59937,6.90188,-0.01852,-0.04856,0.38107,-0.88427,2.62720,-0.35736,-1.04474,1.58626,0.13670
"2006Q4",971.48581,3882.81780,473.01608,-0.34658,1135.09617,4526.12303,503.22731,202.90249,1009.96415,381.54582,-4.77165,-12.07756,675.91857,2.60045,2.74781,2.00782,5.26333,-1.13466,7.54866,5.40635,5.70734,-0.34904,20.22234,5.00000,4.57269,-4.04856,-6.96634,-0.55194,1.65878,-8.19102,-12.48026,0.87800,-3.03829,3.91121,2.57267,38.01207,-11.23141,-7.31302,3.42311,20.58436,0.56324,-2.60538,-0.06714,-0.91040,1.80316,-0.69126,-1.46948,3.80571,0.00559
"2007Q1",971.78619,3884.38223,473.90224,0.95877,1138.89687,4532.16772,505.46568,203.99202,1013.89362,384.41899,-4.38943,-16.23534,677.89426,1.56442,2.34828,2.57125,5.34667,0.75940,6.04469,5.71796,5.65341,0.95816,18.36728,5.00758,6.41281,-2.12400,-6.66918,-0.48503,3.52941,3.54461,1.52889,4.35814,5.22139,8.95350,11.49272,15.71788,-16.63112,7.90276,1.20154,15.20279,-0.60671,1.09912,0.18479,1.24827,1.37562,-0.33412,1.55329,0.37391,-0.11436
"2007Q2",972.39609,3886.29813,476.75182,0.56835,1135.30677,4539.24988,506.85301,203.60097,1014.44289,385.31846,-2.46236,-16.21173,680.35279,1.91590,2.09486,2.84993,5.29333,-0.13199,7.08216,6.76986,5.69962,0.87404,15.37528,5.42857,5.56763,-1.97566,-2.59349,-0.05899,3.72396,11.39833,7.70830,-1.56420,-1.56166,5.54929,3.59786,2.19708,0.09443,9.83412,2.43959,-14.36039,0.20449,0.24268,-0.01338,-1.07067,1.73414,0.11589,-0.83457,-0.58308,0.12034
"2007Q3",972.97047,3888.63856,478.52647,0.46308,1135.61336,4544.91317,508.37785,203.86173,1017.91521,387.08107,-3.13856,-14.93216,682.38820,2.34043,2.10530,3.46263,4.94000,0.05008,5.66329,6.58470,6.12834,1.17874,17.45408,5.50833,6.17843,-1.48697,-5.66245,-0.39482,4.64137,7.09861,-2.70481,1.04303,-0.42111,6.09937,7.05045,13.88929,5.11828,8.14164,2.29749,1.22637,0.47306,0.40954,-0.33069,-0.01007,0.05483,0.45668,0.51850,4.37213,-0.01208
"2007Q4",973.59674,3890.74949,481.65794,0.92202,1139.85803,4549.67503,510.14369,203.64333,1020.15014,389.73080,-2.30534,-10.58531,685.30127,2.11093,1.98292,8.64186,4.10667,1.26860,4.76186,5.88800,6.91638,0.74084,10.18600,6.01569,8.18498,2.46631,1.49224,-0.88183,9.38270,12.52587,3.33288,-0.87361,1.83579,7.06336,10.59890,8.93973,17.38738,11.65227,2.50509,16.97865,0.05517,5.48721,-0.74091,0.45210,-0.01567,0.59249,1.20579,-3.63636,0.13041
"2008Q1",973.16906,3892.13236,484.97957,1.63693,1141.78409,4552.56225,513.17542,203.94774,1020.48301,392.80690,-1.06612,-12.22777,688.92731,1.38287,1.93753,11.07733,2.91333,0.67817,2.88722,5.09863,7.70974,-0.04428,6.58939,6.51190,8.38791,3.32331,4.00757,-1.14728,11.03305,13.28651,4.95687,1.21766,2.85964,12.12693,12.30440,1.33146,-6.56982,14.50417,-1.71071,7.70424,-0.57105,4.53177,-1.07802,-0.77988,-1.01151,0.73044,0.09416,-0.97428,0.22313
"2008Q2",973.76272,3893.49899,490.95263,3.06527,1140.91759,4558.17306,515.73189,201.31056,1017.84975,396.69426,0.56916,-5.12889,692.26319,1.36663,1.80021,14.20081,2.27333,2.49691,5.61082,4.73080,8.87888,-2.29041,3.40686,6.75000,11.37580,3.03152,11.08284,-1.96801,11.91040,23.89226,6.54113,-10.54873,5.71333,10.22587,15.54943,-10.53304,28.39553,13.34353,2.37465,-3.46599,-0.26422,5.53675,-0.55165,1.36570,3.01898,0.53503,0.01678,-1.18044,-0.31434
"2008Q3",973.23608,3893.76460,491.87361,3.40975,1138.72749,4561.28719,518.11954,200.64189,1019.92091,399.76944,-2.75295,-4.08204,692.51550,0.26561,1.28151,13.34714,2.02000,2.94667,3.11413,4.09351,9.74169,-3.21984,2.00570,7.12681,12.68836,0.38561,10.85012,-1.96807,10.12730,3.68391,-13.28844,-2.67468,1.37794,9.55060,12.30072,8.28464,4.18740,1.00922,-2.10657,-8.76037,-1.35803,3.26213,-0.12000,0.56333,0.52520,0.43379,-0.52200,0.55004,-0.22019
"2008Q4",971.02274,3891.19060,479.03898,1.87833,1142.67018,4564.09934,519.66687,203.16036,1022.57571,400.21028,-14.93045,-0.67554,682.19934,-2.57400,0.11028,-2.61896,0.29333,0.95630,2.81215,3.60608,9.52318,-0.48297,2.42556,7.25000,10.47948,-12.62511,9.90977,0.48972,-3.10193,-51.33853,-48.71000,10.07388,-6.12570,6.18933,1.76338,10.61919,13.62598,-41.26464,-8.85337,15.77074,-3.70908,-10.00642,-1.55828,0.34270,2.70522,0.12697,0.86021,-0.08155,0.23539
"2009Q1",969.88138,3887.90292,473.84820,0.30544,1141.66326,4563.97852,520.76008,207.47835,1020.67395,399.06006,-16.25154,-4.95488,681.32655,-3.28768,-1.05736,-11.13136,0.20333,-1.33150,-0.12083,2.85407,7.58466,3.53060,0.19094,6.87727,6.25316,-15.18542,7.27289,2.56806,-7.60076,-20.76309,-5.28435,17.27194,-6.29155,4.37284,-4.60088,-7.60701,-17.11735,-3.49114,-4.56545,-4.02767,-3.16273,-6.85949,0.04782,-1.06486,-0.52822,-0.62566,1.01064,-3.16459,-0.11865
"2009Q2",969.70256,3883.84276,476.26600,-0.42283,1139.95989,4563.02082,521.36739,209.26846,1025.48527,398.84167,-11.79508,-8.08660,685.53446,-4.06016,-2.41406,-14.68663,0.20333,-3.48809,-0.95770,1.21194,5.63550,7.95790,7.63552,5.80303,2.14741,-12.36424,-2.95771,2.96126,-6.72874,9.67118,17.82583,7.16044,-2.91306,2.42925,-0.87358,19.24525,-12.52689,16.83162,-0.71524,-6.81350,-3.61852,-3.54754,0.19752,-1.67498,0.15456,-0.35614,2.22949,4.81809,-0.27498
"2009Q3",970.05314,3880.65982,478.39187,-0.90514,1140.10337,4564.39669,522.09956,211.05930,1027.18022,399.43457,-9.79729,-5.98546,689.45117,-3.18294,-3.27619,-13.48173,0.13333,-4.31489,1.37587,0.77737,3.98002,10.41741,7.25931,4.86430,-0.33487,-7.04434,-1.90342,2.88153,-3.06432,8.50350,7.99116,7.16337,-1.92924,2.92865,2.37160,6.77980,8.40459,15.66687,1.40231,0.57392,-2.39852,-0.70346,0.07095,-1.21500,1.43776,-0.33407,2.02446,-2.68428,-0.22400
"2009Q4",971.12826,3880.76534,480.29973,-1.72017,1144.85779,4566.58430,522.74986,211.94602,1031.41000,399.69478,-7.96703,-4.23924,692.24575,0.10552,-2.60632,1.26076,0.09667,-3.59849,2.18761,0.62124,3.08299,8.78566,8.83429,4.50000,-0.51550,6.96342,-3.56370,0.98160,10.04641,7.63143,7.32105,3.54687,-3.26012,2.60121,1.04085,16.91913,6.98486,11.17830,4.30045,19.01768,0.50068,10.59687,0.01017,-1.30554,-1.02017,-0.13804,1.14356,0.46059,0.14180
"2010Q1",971.61159,3882.49555,482.08065,-0.45204,1144.63700,4569.55804,524.09484,210.15367,1033.37777,401.63734,-8.67852,-11.35020,692.23432,1.73021,-1.35184,8.23244,0.11333,-0.75748,2.97374,1.39488,3.33476,2.67533,12.70381,4.50000,2.57728,7.57301,-6.39532,-0.19475,10.90777,7.12366,-2.84598,-7.16937,5.07251,5.37991,7.77025,7.87107,-28.44384,-0.04571,1.93332,-0.88315,0.66617,6.21897,0.01210,1.45107,-0.11923,-0.26431,-2.62649,2.98607,0.12027
"2010Q2",972.57452,3885.36751,482.88633,-0.50393,1143.04185,4572.64000,525.15399,208.02744,1032.45866,402.54715,-10.20236,-8.19145,690.91376,2.87196,0.38119,6.62033,0.16000,-0.08111,3.08196,2.40480,3.78659,-1.24102,6.97339,4.50000,3.70548,1.59271,-0.10484,-0.08685,5.37931,3.22272,-6.09536,-8.50496,-0.20758,4.23659,3.63924,-3.67642,12.63502,-5.28224,3.85174,-6.38060,1.08698,-1.05884,-0.05219,0.56539,-1.19109,-0.07331,-3.30781,-5.15088,-0.14586
"2010Q3",973.34265,3888.65701,482.47427,-0.91259,1141.89136,4574.42800,526.02078,208.40070,1034.12125,403.34833,-12.29471,-7.21726,690.87497,3.28951,1.99930,4.08240,0.18000,-0.00746,1.78800,2.50783,3.92122,-2.65860,6.94103,4.50000,3.91377,-2.49742,-1.23181,0.18677,1.42380,-1.64822,-8.36940,1.49307,-1.63464,3.46718,3.20473,6.65034,3.89673,-0.15515,3.07251,-4.60193,0.99790,-2.29382,-0.08346,0.37227,-2.19536,-0.06668,-1.56187,-0.43738,0.08393
"2010Q4",973.86639,3891.39514,485.23380,-0.94414,1148.05262,4577.62283,526.90082,208.10978,1038.71161,404.62177,-11.02015,-4.19505,693.34358,2.73813,2.65745,4.93407,0.17667,0.77603,3.19484,2.75963,4.15096,-3.83623,7.30161,4.50000,4.92699,-3.05313,0.04419,-0.07177,1.09784,11.03812,5.09824,-1.16367,-0.12619,3.52017,5.09374,18.36146,12.08885,9.87444,2.09495,24.64504,0.26124,1.12879,-0.02570,0.65371,0.44592,-0.06442,-0.75705,0.01489,0.02132
"2011Q1",973.62890,3893.41245,489.76767,0.10096,1148.54381,4581.52965,528.39011,205.78772,1043.62698,406.48561,-9.65272,-13.39732,695.55540,2.01731,2.72923,7.68703,0.14333,0.55300,3.90681,2.99290,4.29528,-4.36595,10.24921,4.50000,4.84827,-0.97420,-2.04712,-0.64181,3.32108,18.13549,5.46973,-9.28824,4.18039,5.95716,7.45539,19.66148,-36.80909,8.84725,-0.94995,1.96476,-0.21491,3.64933,-0.00069,-0.56624,0.75608,-0.11477,-0.67832,2.97619,0.09442
"2011Q2",974.30320,3895.14113,493.81473,0.75366,1147.44653,4585.93433,529.90843,203.98781,1043.85147,408.55919,-8.06803,-10.42513,697.80254,1.72868,2.44341,10.92841,0.08667,1.25759,4.40468,3.32358,4.75444,-4.03962,11.39281,4.75000,6.01204,2.13434,-2.23368,-1.15104,6.88878,16.18823,6.33879,-7.19965,2.61080,6.07326,8.29429,0.89795,11.88877,8.98858,2.69721,-4.38915,-0.18369,4.77105,-0.01638,0.11414,0.97615,-0.13371,0.66622,2.01819,0.33241
