"Variables ->","ln_y_star","ln_y_star_sm","ln_ipei","ln_cpi_nosub","ln_y","ln_y_sm","ln_cpi_sub","ln_s","ln_bm","ln_cpi","ln_z","ln_v","ln_ipei_q","d4_ln_y_star","d4_ln_y_star_sm","d4_ln_ipei","i_star","d4_ln_cpi_nosub","d4_ln_y","d4_ln_y_sm","d4_ln_cpi_sub","d4_ln_s","d4_ln_bm","i","d4_ln_cpi","d4_ln_z","d4_ln_v","r","d4_ln_ipei_q","dla_ipei","dla_z","dla_s","dla_cpi_nosub","dla_cpi_sub","dla_cpi","dla_bm","dla_v","dla_ipei_q","dla_y_star","dla_y","s_d4_ln_y_star","s_d4_ln_ipei","s_i_star","s_d4_ln_cpi_nosub","s_d4_ln_y","s_d4_ln_cpi_sub","s_d4_ln_s","s_d4_ln_bm","s_i"
"2021Q3",997.50211,3983.28125,492.23902,7.68201,1181.64093,4725.45261,560.44247,204.62006,1145.41659,446.36462,-40.73229,-44.34136,696.85908,4.62662,4.09656,11.32033,0.09000,0.83896,7.89696,7.31928,2.79467,0.24633,11.72277,1.75000,3.63363,8.77199,-1.03114,-3.07315,11.56666,7.72476,1.00604,0.78197,-1.26113,2.75362,2.86468,7.32279,11.40394,8.50673,3.24430,4.29129,-1.39968,2.72871,0.12293,-1.42125,0.92214,-0.66557,-0.66384,-4.53752,0.02380
"2021Q4",999.18464,3988.56050,494.26388,7.01984,1186.30469,4730.12457,561.63086,204.50337,1153.61753,447.31579,-40.32652,-46.11886,698.76725,5.27925,5.68868,12.31503,0.08000,-0.41020,4.67196,7.86319,3.33688,-0.78687,11.76433,1.75000,2.92669,8.19127,-3.75549,-3.60383,11.52816,8.09943,1.62307,-0.46675,-2.64867,4.75358,3.80467,32.80374,-7.11003,7.63269,6.73015,18.65504,2.20904,1.31108,-0.16343,-1.40564,-2.82935,0.04226,-0.89336,-0.48707,0.04827
"2022Q1",998.68572,3992.06351,498.74451,7.00408,1186.23577,4734.74950,563.33010,204.10237,1153.66100,448.32872,-37.30123,-50.79940,702.84687,3.50300,6.17433,12.57877,0.12000,-0.95600,4.62493,7.92367,4.23954,-0.69099,11.24852,1.75000,3.28354,7.64824,-2.38406,-4.23190,11.88778,17.92251,12.10117,-1.60404,-0.06304,6.79694,4.05173,0.17388,-18.72216,16.31848,-1.99569,-0.27569,0.14319,2.61895,0.03785,-1.05822,0.24616,0.17692,0.11397,-2.18324,0.07272
"2022Q2",998.54435,3993.91682,503.38526,7.82078,1185.21240,4739.39378,565.74824,203.98207,1156.84967,451.46612,-34.34305,-49.81764,707.36733,1.85332,3.81555,13.07743,0.77000,-0.17651,4.64429,5.45954,5.99418,-0.44250,13.26377,2.00000,5.81767,6.64075,-2.62530,-5.22063,12.63493,18.56302,11.83273,-0.48119,3.26679,9.67258,12.54960,12.75467,3.92703,18.08184,-0.56549,-4.09348,-0.71831,3.66785,0.71608,-0.07881,1.48130,0.81575,0.55563,0.23295,0.07272
"2022Q3",999.20081,3995.61553,500.70639,8.37568,1185.50416,4743.25702,568.14122,204.85963,1158.44422,454.75705,-39.72412,-45.80700,705.56601,1.69870,3.08357,8.46737,2.19000,0.69367,3.86323,4.45110,7.69875,0.23956,13.02763,2.66667,8.39243,1.00818,-1.46564,-4.95530,8.70693,-10.71550,-21.52426,3.51022,2.21961,9.57192,13.16371,6.37822,16.04258,-7.20527,2.62584,1.16706,-0.14090,-1.82438,1.40558,0.61379,0.37337,0.95130,-0.10945,-1.20952,0.09548
"2022Q4",999.83422,3996.26511,498.52533,7.44676,1189.66542,4746.61775,570.15962,206.03910,1164.71438,456.27147,-43.05811,-45.32622,704.56443,0.64958,1.92615,4.26145,3.65333,0.42692,3.36073,4.12330,8.52876,1.53573,11.09685,3.50000,8.95568,-2.73158,0.79264,-3.98718,5.79718,-8.72423,-13.33597,4.71790,-3.71567,8.07360,6.05769,25.08064,1.92310,-4.00633,2.53365,16.64504,-1.12142,-1.67189,1.53481,-0.41495,0.79618,0.64887,-0.40439,-2.59402,0.11903
"2023Q1",1000.38906,3997.96844,497.31051,7.76915,1190.16314,4750.54512,571.58634,205.77723,1165.80592,457.35003,-45.31661,-50.76071,703.08774,1.70334,1.47623,-1.43400,4.51667,0.76507,3.92737,3.94891,8.25624,1.67486,12.14492,4.41667,9.02131,-8.01538,0.03869,-2.06683,0.24086,-4.85929,-9.03402,-1.04748,1.28954,5.70688,4.31425,4.36617,-21.73794,-5.90677,2.21935,1.99088,0.39788,-5.49444,0.81633,0.82769,0.43638,-0.03885,-0.60023,0.33942,0.32083
"2023Q2",1000.89888,4000.32297,496.19220,7.15999,1189.24708,4754.57981,572.78585,205.61236,1168.92470,457.84294,-46.94343,-50.82039,701.80456,2.35453,1.60154,-7.19306,4.99000,-0.66079,4.03469,3.79651,7.03761,1.63029,12.07504,4.91667,6.37682,-12.60038,-1.00275,0.02736,-5.56277,-4.47323,-6.50727,-0.65948,-2.43663,4.79802,1.97163,12.47512,-0.23872,-5.13271,2.03928,-3.66423,0.58148,-7.08453,0.41061,-0.61293,-0.36042,-0.33867,-1.86986,-0.19470,0.08293
"2023Q3",1002.08568,4003.20784,496.41223,7.00162,1189.44813,4758.52378,573.97897,206.16591,1169.32245,459.22074,-48.54974,-46.90351,702.57814,2.88487,1.89808,-4.29416,5.26000,-1.37406,3.94397,3.81669,5.83775,1.30628,10.87823,5.00000,4.46369,-8.82562,-1.09651,0.50184,-2.98788,0.88012,-6.42524,2.21419,-0.63348,4.77249,5.51119,1.59098,15.66753,3.09432,4.74720,0.80420,0.82286,-0.01865,0.26123,-0.99778,-0.75881,-0.26575,-0.94370,-0.69608,-0.18809
"2023Q4",1002.87530,4006.24892,495.63145,6.78384,1191.66897,4760.52733,575.21097,205.81431,1175.36134,460.65990,-51.22813,-48.91828,701.44576,3.04108,2.49595,-2.89388,5.33000,-0.66292,2.00355,3.47740,5.05135,-0.22479,10.64696,5.00000,4.38843,-8.17002,-3.59206,0.84397,-3.11867,-3.12312,-10.71355,-1.40638,-0.87112,4.92802,5.75665,24.15556,-8.05909,-4.52949,3.15848,8.88335,0.74374,-0.75281,0.06338,0.49343,-2.21487,-0.24792,-1.32138,0.08334,-0.21451
"2024Q1",1003.31144,4009.17130,496.09824,7.07117,1193.46299,4763.82718,575.67754,205.55122,1177.26762,460.74325,-50.84608,-54.83136,701.64947,2.92238,2.80071,-1.21226,5.33000,-0.69798,3.29984,3.32051,4.09120,-0.22601,11.46169,5.00000,3.39322,-5.52947,-4.07065,1.21049,-1.43827,1.86718,1.52820,-1.05236,1.14932,1.86625,0.33341,7.62510,-23.65232,0.81481,1.74454,7.17606,0.55572,0.02833,0.01407,-0.22621,-0.21133,-0.57356,-0.23214,0.99644,-0.00293
"2024Q2",1003.21286,4011.48528,495.74550,6.65800,1192.74988,4767.32997,576.73370,205.57521,1179.91917,461.28880,-51.37513,-54.36421,701.32072,2.31398,2.79058,-0.44669,5.27865,-0.50199,3.50279,3.18754,3.94786,-0.03715,10.99447,5.01957,3.44586,-4.43170,-3.54382,1.23448,-0.48384,-1.41096,-2.11620,0.09596,-1.65270,4.22467,2.18220,10.60624,1.86859,-1.31500,-0.39430,-2.85245,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2024Q3",1004.12970,4013.52929,496.54742,6.65505,1192.99967,4770.88150,577.83930,206.27624,1179.84019,462.73449,-52.16454,-50.00939,702.82366,2.04401,2.58036,0.13519,5.22796,-0.34658,3.55153,3.08943,3.86033,0.11033,10.51774,5.03849,3.51375,-3.61480,-3.10588,1.24642,0.24553,3.20767,-3.15766,2.80410,-0.01181,4.42237,5.78274,-0.31593,17.41929,6.01178,3.66734,0.99917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2024Q4",1004.79952,4015.45352,496.20892,6.55794,1195.21179,4774.42432,579.02262,206.03617,1185.41593,464.24564,-54.24044,-51.61842,702.24509,1.92422,2.30115,0.57747,5.17792,-0.22590,3.54281,3.47425,3.81164,0.22186,10.05459,5.05825,3.58574,-3.01231,-2.70014,1.25224,0.79933,-1.35400,-8.30358,-0.96027,-0.38843,4.73328,6.04460,22.30297,-6.43611,-2.31427,2.67931,8.84848,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2025Q1",1005.18250,4017.32458,497.01188,6.93671,1196.97663,4777.93796,579.46705,205.85436,1186.88648,464.39830,-53.41881,-57.14708,702.86624,1.87106,2.03832,0.91364,5.12853,-0.13447,3.51364,3.52770,3.78951,0.30314,9.61887,5.07932,3.65504,-2.57274,-2.31572,1.25552,1.21677,3.21183,3.28649,-0.72725,1.51508,1.77773,0.61063,5.88220,-22.11463,2.48458,1.53191,7.05938,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2025Q2",1005.06034,4019.17206,496.91465,6.59076,1196.22834,4781.41642,580.51879,205.93484,1189.13733,465.00666,-53.63144,-56.31882,702.84949,1.84748,1.92169,1.16914,5.07977,-0.06724,3.47846,3.52161,3.78509,0.35963,9.21815,5.10161,3.71785,-2.25631,-1.95460,1.25827,1.52878,-0.38892,-0.85050,0.32194,-1.38378,4.20698,2.43344,9.00337,3.31304,-0.06698,-0.48865,-2.99318,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2025Q3",1005.96671,4021.00907,497.91077,6.63529,1196.44269,4784.85944,581.63136,206.67254,1188.69606,466.50680,-54.19696,-51.63017,704.58331,1.83701,1.86994,1.36335,5.03164,-0.01975,3.44302,3.49449,3.79207,0.39630,8.85587,5.12473,3.77231,-2.03242,-1.62078,1.26149,1.75965,3.98450,-2.26208,2.95078,0.17812,4.45029,6.00059,-1.76508,18.75459,6.93528,3.62547,0.85741,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2025Q4",1006.63189,4022.84143,497.71988,6.56979,1198.62142,4788.26908,582.82862,206.45364,1193.94867,468.06350,-56.11801,-52.93551,704.17353,1.83237,1.84698,1.51096,4.98413,0.01186,3.40964,3.46119,3.80600,0.41747,8.53273,5.14810,3.81786,-1.87757,-1.31709,1.26552,1.92843,-0.76356,-7.68419,-0.87559,-0.26199,4.78901,6.22677,21.01043,-5.22137,-1.63915,2.66073,8.71495,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2026Q1",1007.01281,4024.67174,498.63504,6.96762,1200.35584,4791.64829,583.29084,206.28117,1195.13427,468.25300,-55.19264,-58.19186,704.91621,1.83031,1.83679,1.62316,4.93723,0.03091,3.37921,3.42758,3.82379,0.42681,8.24779,5.17115,3.85471,-1.77383,-1.04478,1.27030,2.04997,3.66061,3.70146,-0.68989,1.59130,1.84890,0.75803,4.74243,-21.02540,2.97072,1.52367,6.93766,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2026Q2",1006.88973,4026.50113,498.62308,6.63098,1199.58035,4795.00030,584.36213,206.36220,1197.13640,468.89021,-55.33899,-57.12254,704.98528,1.82939,1.83227,1.70843,4.89094,0.04021,3.35201,3.39597,3.84334,0.42736,7.99907,5.19332,3.88355,-1.70755,-0.80372,1.27556,2.13579,-0.04782,-0.58538,0.32413,-1.34657,4.28515,2.54881,8.00851,4.27728,0.27631,-0.49231,-3.10197,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2026Q3",1007.79569,4028.33011,499.68402,6.67739,1199.77072,4798.32833,585.49460,207.09411,1196.48014,470.41213,-55.86537,-52.22299,706.77813,1.82898,1.83026,1.77325,4.84524,0.04209,3.32803,3.36722,3.86323,0.42157,7.78408,5.21411,3.90533,-1.66841,-0.59282,1.28092,2.19482,4.24376,-2.10553,2.92764,0.18564,4.52986,6.08768,-2.62503,19.59821,7.17140,3.62385,0.76150,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2026Q4",1008.46069,4030.15892,499.54240,6.60827,1201.92856,4801.63547,586.71120,206.86506,1201.54875,471.98456,-57.76666,-53.34588,706.40745,1.82880,1.82937,1.82251,4.80013,0.03848,3.30714,3.34160,3.88258,0.41141,7.60009,5.23313,3.92106,-1.64865,-0.41037,1.28599,2.23393,-0.56650,-7.60517,-0.91622,-0.27645,4.86641,6.28971,20.27444,-4.49157,-1.48272,2.66001,8.63136,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2027Q1",1008.84153,4031.98764,500.49500,6.99856,1203.64495,4804.92458,587.19170,206.67958,1202.57857,472.18479,-56.83513,-58.44619,707.17457,1.82872,1.82898,1.85996,4.75561,0.03094,3.28911,3.31907,3.90085,0.39841,7.44430,5.25006,3.93179,-1.64248,-0.25433,1.29038,2.25837,3.81039,3.72613,-0.74191,1.56114,1.92199,0.80095,4.11927,-20.40125,3.06848,1.52335,6.86556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2027Q2",1008.71842,4033.81633,500.51150,6.65172,1202.85407,4808.19831,588.27989,206.74593,1204.45040,472.82871,-56.98460,-57.24506,707.25743,1.82869,1.82880,1.88842,4.71165,0.02074,3.27373,3.29950,3.91776,0.38373,7.31400,5.26469,3.93850,-1.64561,-0.12251,1.29376,2.27215,0.06603,-0.59790,0.26539,-1.38735,4.35279,2.57567,7.48734,4.80455,0.33142,-0.49245,-3.16351,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2027Q3",1009.62436,4035.64501,501.59408,6.68629,1203.03147,4811.45905,589.42779,207.46235,1203.68678,474.35423,-57.52027,-52.23568,709.05643,1.82867,1.82872,1.91005,4.66826,0.00891,3.26075,3.28268,3.93319,0.36824,7.20663,5.27687,3.94210,-1.65490,-0.01270,1.29585,2.27829,4.33029,-2.14266,2.86569,0.13829,4.59158,6.10206,-3.05451,20.03749,7.19599,3.62379,0.70958,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2027Q4",1010.28936,4037.47367,501.46889,6.60450,1205.17850,4814.70900,590.65834,207.21764,1208.66854,475.92793,-59.43472,-53.26859,708.68654,1.82867,1.82869,1.92650,4.62543,-0.00377,3.24994,3.26838,3.94714,0.35259,7.11979,5.28654,3.94337,-1.66806,0.07729,1.29644,2.27908,-0.50073,-7.65781,-0.97883,-0.32716,4.92221,6.29481,19.92706,-4.13162,-1.47956,2.65998,8.58813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2028Q1",1010.67019,4039.30234,502.43399,6.98190,1206.88604,4817.95008,591.15138,207.01680,1209.62982,476.12782,-58.51860,-58.29668,709.45079,1.82866,1.82867,1.93899,4.58315,-0.01666,3.24108,3.25638,3.95968,0.33722,7.05125,5.29369,3.94302,-1.68347,0.14952,1.29538,2.27621,3.86038,3.66449,-0.80338,1.50957,1.97215,0.79955,3.84512,-20.11236,3.05700,1.52334,6.83014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2028Q2",1010.54708,4041.13100,502.46000,6.62243,1206.08805,4821.18406,592.25082,207.06837,1211.44940,476.77035,-58.68460,-57.03914,709.52836,1.82866,1.82867,1.94849,4.54142,-0.02929,3.23398,3.24644,3.97093,0.32244,6.99899,5.29837,3.94164,-1.70000,0.20591,1.29257,2.27093,0.10402,-0.66400,0.20628,-1.43788,4.39777,2.57013,7.27830,5.03014,0.31031,-0.49245,-3.19194,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2028Q3",1011.45303,4042.95966,503.54979,6.64498,1206.25989,4824.41248,593.40881,207.77080,1210.64794,478.29394,-59.23713,-51.98740,711.32059,1.82866,1.82866,1.95571,4.50022,-0.04131,3.22842,3.23836,3.98102,0.30845,6.96116,5.30067,3.93971,-1.71686,0.24828,1.28799,2.26416,4.35917,-2.21012,2.80972,0.09023,4.63194,6.09436,-3.20584,20.20697,7.16889,3.62378,0.68737,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2028Q4",1012.11802,4044.78832,503.43009,6.55205,1208.40275,4827.63673,594.64844,207.51299,1215.60461,479.86558,-61.16827,-52.99031,710.94308,1.82866,1.82866,1.96120,4.45956,-0.05245,3.22425,3.23193,3.99010,0.29535,6.93607,5.30070,3.93765,-1.73355,0.27828,1.28163,2.25655,-0.47878,-7.72458,-1.03124,-0.37172,4.95853,6.28656,19.82670,-4.01162,-1.51002,2.65998,8.57145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2029Q1",1012.49886,4046.61698,504.39936,6.91936,1210.10734,4830.85804,595.14969,207.29998,1216.55201,480.06359,-60.26835,-57.99925,711.69934,1.82866,1.82866,1.96537,4.41942,-0.06254,3.22131,3.22699,3.99831,0.28319,6.92219,5.29861,3.93577,-1.74975,0.29743,1.27353,2.24856,3.87707,3.59968,-0.85202,1.46922,2.00500,0.79205,3.78960,-20.03577,3.02504,1.52334,6.81836,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2029Q2",1012.37574,4048.44565,504.42854,6.55097,1209.30749,4834.07748,596.25661,207.34033,1218.36753,480.70468,-60.44988,-56.73204,711.76887,1.82866,1.82866,1.96854,4.37979,-0.07146,3.21944,3.22336,4.00579,0.27197,6.91813,5.29456,3.93433,-1.76529,0.30711,1.26377,2.24051,0.11670,-0.72613,0.16141,-1.47356,4.42771,2.56438,7.26207,5.06885,0.27812,-0.49245,-3.19940,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2029Q3",1013.28169,4050.27431,505.52074,6.56584,1209.47842,4837.29601,597.42148,208.03246,1217.57057,482.22746,-61.01719,-51.67883,713.55320,1.82866,1.82866,1.97095,4.34068,-0.07915,3.21853,3.22088,4.01268,0.26166,6.92263,5.28871,3.93353,-1.78006,0.30857,1.25244,2.23261,4.36881,-2.26922,2.76850,0.05948,4.65947,6.09113,-3.18782,20.21282,7.13731,3.62378,0.68371,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2029Q4",1013.94668,4052.10297,505.40288,6.46647,1211.62119,4840.51445,598.66751,207.76521,1222.53917,483.79907,-62.96233,-52.68735,713.16809,1.82866,1.82866,1.97278,4.30206,-0.08558,3.21844,3.21943,4.01907,0.25223,6.93456,5.28125,3.93349,-1.79406,0.30295,1.23966,2.22501,-0.47145,-7.78058,-1.06899,-0.39745,4.98411,6.28641,19.87440,-4.03409,-1.54044,2.65998,8.57110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2030Q1",1014.32752,4053.93163,506.37354,6.82859,1213.32642,4843.73353,599.17477,207.54358,1223.50488,483.99790,-62.07566,-57.70797,713.91711,1.82866,1.82866,1.97417,4.26395,-0.09076,3.21908,3.21887,4.02508,0.24359,6.95287,5.27233,3.93431,-1.80731,0.29128,1.22555,2.21777,3.88263,3.54669,-0.88655,1.44848,2.02903,0.79534,3.86285,-20.08244,2.99609,1.52334,6.82090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2030Q2",1014.20440,4055.76029,506.40377,6.45624,1212.52783,4846.95387,600.28740,207.57604,1225.34416,484.64074,-62.26974,-56.45755,713.97981,1.82866,1.82866,1.97523,4.22633,-0.09473,3.22034,3.21910,4.03079,0.23570,6.97664,5.26215,3.93606,-1.81985,0.27449,1.21023,2.21093,0.12094,-0.77630,0.12984,-1.48943,4.45054,2.57134,7.35713,5.00166,0.25078,-0.49245,-3.19436,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2030Q3",1015.11035,4057.58895,507.49678,6.46831,1212.70055,4850.17600,601.45775,208.26094,1224.57558,486.16620,-62.84894,-51.42544,715.75771,1.82866,1.82866,1.97604,4.18919,-0.09753,3.22214,3.22000,4.03627,0.22848,7.00501,5.25085,3.93874,-1.83175,0.25339,1.19385,2.20451,4.37203,-2.31683,2.73960,0.04828,4.68139,6.10186,-3.07432,20.12843,7.11163,3.62378,0.69089,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2030Q4",1015.77534,4059.41761,507.37952,6.36725,1214.84558,4853.40039,602.70909,207.98706,1229.57641,487.74143,-64.80542,-52.45862,715.36659,1.82866,1.82866,1.97665,4.15253,-0.09922,3.22439,3.22149,4.04158,0.22185,7.03724,5.23861,3.94236,-1.84309,0.22874,1.17655,2.19850,-0.46901,-7.82590,-1.09549,-0.40422,5.00537,6.30090,20.00330,-4.13271,-1.56450,2.65998,8.58012,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2031Q1",1016.15618,4061.24627,508.35065,6.72871,1216.55345,4856.62742,603.22155,207.75933,1230.57752,487.94481,-63.92958,-57.50679,716.10998,1.82866,1.82866,1.97711,4.11634,-0.09988,3.22703,3.22347,4.04679,0.21576,7.07264,5.22557,3.94691,-1.85392,0.20118,1.15845,2.19287,3.88449,3.50337,-0.91092,1.44585,2.04984,0.81352,4.00443,-20.19267,2.97357,1.52334,6.83145,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2031Q2",1016.03306,4063.07494,508.38124,6.35666,1215.75782,4859.85740,604.33932,207.78617,1232.45476,488.59307,-64.13405,-56.28624,716.16740,1.82866,1.82866,1.97747,4.08062,-0.09958,3.22998,3.22588,4.05191,0.21013,7.11059,5.21187,3.95233,-1.86432,0.17131,1.13969,2.18760,0.12235,-0.81789,0.10734,-1.48824,4.47105,2.59305,7.50896,4.88217,0.22969,-0.49245,-3.18253,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
"2031Q3",1016.93901,4064.90360,509.47451,6.36990,1215.93376,4863.09060,605.51475,208.46586,1231.72615,490.12480,-64.72329,-51.28581,717.94037,1.82866,1.82866,1.97773,4.04536,-0.09841,3.23320,3.22865,4.05700,0.20492,7.15057,5.19763,3.95859,-1.87434,0.13963,1.12038,2.18266,4.37310,-2.35694,2.71875,0.05298,4.70173,6.12690,-2.91442,20.00174,7.09186,3.62378,0.70377,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000